accession,not_gii,duplicated,ambiguous,missing_required_region
KX514215.1,True,False,False,True
KX514216.1,True,False,False,True
KX514217.1,True,False,False,True
KX514218.1,True,False,False,True
KX514219.1,True,False,False,True
KX514220.1,True,False,False,True
KX514221.1,True,False,False,True
KX514222.1,True,False,False,True
KX514223.1,True,False,False,True
KX514224.1,True,False,False,True
KX514225.1,True,False,False,True
KX514226.1,True,False,False,True
KX514227.1,True,False,False,True
KX514228.1,True,False,False,True
KX514229.1,True,False,False,True
KX514230.1,True,False,False,True
KX514231.1,True,False,False,True
KX514232.1,True,False,False,True
KX514233.1,True,False,False,True
KX514234.1,True,False,False,True
KX514235.1,True,False,False,True
KX514236.1,True,False,False,True
KX514237.1,True,False,False,True
KX514238.1,True,False,False,True
KX514239.1,True,False,False,True
KX514240.1,True,False,False,True
KX514241.1,True,False,False,True
KX514242.1,True,False,False,True
KX514243.1,True,False,False,True
KX514244.1,True,False,False,True
KX514245.1,True,False,False,True
KX514246.1,True,False,False,True
KX514247.1,True,False,False,True
KX514248.1,True,False,False,True
KX514249.1,True,False,False,True
KX514250.1,True,False,False,True
KX514251.1,True,False,False,True
KX514252.1,True,False,False,True
KX514253.1,True,False,False,True
KX514254.1,True,False,False,True
KX514255.1,True,False,False,True
KX514256.1,True,False,False,True
KX514257.1,True,False,False,True
KX514258.1,True,False,False,True
KX514259.1,True,False,False,True
KX514260.1,True,False,False,True
KX514261.1,True,False,False,True
KX514262.1,True,False,False,True
KX514263.1,True,False,False,True
KX514264.1,True,False,False,True
KX514265.1,True,False,False,True
KX514266.1,True,False,False,True
KX514267.1,True,False,False,True
KX514268.1,True,False,False,True
KX514269.1,True,False,False,True
KX514270.1,True,False,False,True
KX514271.1,True,False,False,True
KX514272.1,True,False,False,True
KX514273.1,True,False,False,True
KX514274.1,True,False,False,True
KX514275.1,True,False,False,True
KX514276.1,True,False,False,True
KX514277.1,True,False,False,True
KX514278.1,True,False,False,True
KX514279.1,True,False,False,True
KX514280.1,True,False,False,True
KX514281.1,True,False,False,True
KX514282.1,True,False,False,True
KX514283.1,True,False,False,True
KX514284.1,True,False,False,True
KX514285.1,True,False,False,True
KX514286.1,True,False,False,True
KX514287.1,True,False,False,True
KX514288.1,True,False,False,True
KX514289.1,True,False,False,True
KX514290.1,True,False,False,True
KX514291.1,True,False,False,True
KX514292.1,True,False,False,True
KX514293.1,True,False,False,True
KX514294.1,True,False,False,True
KX514295.1,True,False,False,True
KX514296.1,True,False,False,True
KX514297.1,True,False,False,True
KX514298.1,True,False,False,True
KX514299.1,True,False,False,True
KX514300.1,True,False,False,True
KX514301.1,True,False,False,True
KX514302.1,True,False,False,True
KX514303.1,True,False,False,True
KX514304.1,True,False,False,True
KX514305.1,True,False,False,True
KX514306.1,True,False,False,True
KX514307.1,True,False,False,True
KX514308.1,True,False,False,True
KX514309.1,True,False,False,True
KX514310.1,True,False,False,True
KX514311.1,True,False,False,True
KX514312.1,True,False,False,True
KX514313.1,True,False,False,True
KX514314.1,True,False,False,True
KX514315.1,True,False,False,True
KX514316.1,True,False,False,True
KX514317.1,True,False,False,True
KX514318.1,True,False,False,True
KX514319.1,True,False,False,True
KX514320.1,True,False,False,True
KX514321.1,True,False,False,True
KX514322.1,True,False,False,True
KX514323.1,True,False,False,True
KX514324.1,True,False,False,True
KX514325.1,True,False,False,True
KX514326.1,True,False,False,True
KX514327.1,True,False,False,True
KX514328.1,True,False,False,True
KX514329.1,True,False,False,True
KX514330.1,True,False,False,True
KX514331.1,True,False,False,True
KX514332.1,True,False,False,True
KX514333.1,True,False,False,True
KX514334.1,True,False,False,True
KX514335.1,True,False,False,True
KX514336.1,True,False,False,True
KX514337.1,True,False,False,True
KX514338.1,True,False,False,True
KX514339.1,True,False,False,True
KX514340.1,True,False,False,True
KX514341.1,True,False,False,True
KX514342.1,True,False,False,True
KX514343.1,True,False,False,True
KX514344.1,True,False,False,True
KX514345.1,True,False,False,True
KX514346.1,True,False,False,True
KX514347.1,True,False,False,True
KX514348.1,True,False,False,True
KX514349.1,True,False,False,True
KX514350.1,True,False,False,True
KX514351.1,True,False,False,False
KX514352.1,True,False,False,False
KX514353.1,True,False,False,False
KX514354.1,True,False,False,False
KX514355.1,True,False,False,False
KX514356.1,True,False,False,False
KX514357.1,True,False,False,False
KX514358.1,True,False,False,False
KX514359.1,True,False,False,False
KX514360.1,True,False,False,False
KX514361.1,True,False,False,False
KX514362.1,True,False,False,False
KX514363.1,True,False,False,False
KX514364.1,True,False,False,False
KX514365.1,True,False,False,False
KX514366.1,True,False,False,False
KX514367.1,True,False,False,False
KX514368.1,True,False,False,False
KX514369.1,True,False,False,False
KX514370.1,True,False,False,False
KX523898.1,True,False,False,False
KX553926.1,False,False,False,True
KX553927.1,False,False,False,True
KX553928.1,False,False,False,True
KX573904.1,True,False,False,False
KX573905.1,True,False,False,False
KX573906.1,True,False,False,False
KX573907.1,True,False,False,False
KX573908.1,True,False,False,False
KX595182.1,True,False,False,False
KX608847.1,True,False,False,False
KX608848.1,True,False,False,False
KX608849.1,True,False,False,False
KX608850.1,True,False,False,False
KX608851.1,True,False,False,False
KX608852.1,True,False,False,False
KX608853.1,True,False,False,False
KX608854.1,True,False,False,False
KX608855.1,True,False,False,False
KX608856.1,True,False,False,False
KX608857.1,True,False,False,False
KX608858.1,True,False,False,False
KX608859.1,True,False,False,False
KX608860.1,True,False,False,False
KX608861.1,True,False,False,False
KX608862.1,True,False,False,False
KX608863.1,True,False,False,False
KX608864.1,True,False,False,False
KX608865.1,True,False,False,False
KX608866.1,True,False,False,False
KX608867.1,True,False,False,False
KX608868.1,True,False,False,False
KX608869.1,True,False,False,False
KX608870.1,True,False,False,False
KX608871.1,True,False,False,False
KX608872.1,True,False,False,False
KX608873.1,True,False,False,False
KX608874.1,True,False,False,False
KX611681.1,True,False,False,False
KX611682.1,True,False,False,False
KX657722.1,False,False,False,True
KX657723.1,False,False,False,True
KX657724.1,False,False,False,True
KX657725.1,False,False,False,True
KX657726.1,False,False,False,True
KX657727.1,False,False,False,True
KX657728.1,False,False,False,True
KX657729.1,False,False,False,True
KX657730.1,False,False,False,True
KX657731.1,False,False,False,True
KX685457.1,True,False,False,True
KX685458.1,True,False,False,True
KX685459.1,True,False,False,True
KX685460.1,True,False,False,True
KX685461.1,True,False,False,True
KX685462.1,True,False,False,True
KX685463.1,True,False,False,True
KX685464.1,True,False,False,True
KX685465.1,True,False,False,True
KX685466.1,True,False,False,True
KX685467.1,True,False,False,True
KX685468.1,True,False,False,True
KX685469.1,True,False,False,True
KX685470.1,True,False,False,True
KX685471.1,True,False,False,True
KX685472.1,True,False,False,True
KX685473.1,True,False,False,True
KX685474.1,True,False,False,True
KX685475.1,True,False,False,True
KX685476.1,True,False,False,True
KX685477.1,True,False,False,True
KX685478.1,True,False,False,True
KX685479.1,True,False,False,True
KX685480.1,True,False,False,True
KX685481.1,True,False,False,True
KX685482.1,True,False,False,True
KX685483.1,True,False,False,True
KX685484.1,True,False,False,True
KX685485.1,True,False,False,True
KX685486.1,True,False,False,True
KX685487.1,True,False,False,True
KX685488.1,True,False,False,True
KX685489.1,True,False,False,True
KX685490.1,True,False,False,True
KX685491.1,True,False,False,True
KX685492.1,True,False,False,True
KX685493.1,True,False,False,True
KX685494.1,True,False,False,True
KX685495.1,True,False,False,True
KX685496.1,True,False,False,True
KX685497.1,True,False,False,True
KX685498.1,True,False,False,True
KX685499.1,True,False,False,True
KX702004.1,True,False,False,False
KX702005.1,True,False,False,False
KX702006.1,True,False,False,False
KX702007.1,True,False,False,False
KX702008.1,True,False,False,False
KX702013.1,True,False,False,False
KX702016.1,True,False,False,False
KX702018.1,True,False,False,False
KX702020.1,True,False,False,False
KX702021.1,True,False,False,False
KX702043.1,True,False,False,False
KX722244.1,True,False,False,True
KX722245.1,True,False,False,True
KX722246.1,True,False,False,True
KX722247.1,True,False,False,True
KX722248.1,True,False,False,True
KX722249.1,True,False,False,True
KX722250.1,True,False,False,True
KX722251.1,True,False,False,True
KX722252.1,True,False,False,True
KX722253.1,True,False,False,True
KX722254.1,True,False,False,True
KX722255.1,True,False,False,True
KX722256.1,True,False,False,True
KX722257.1,True,False,False,True
KX722258.1,True,False,False,True
KX722259.1,True,False,False,True
KX722260.1,True,False,False,True
KX722261.1,True,False,False,True
KX722262.1,True,False,False,True
KX722263.1,True,False,False,True
KX722264.1,True,False,False,True
KX722265.1,True,False,False,True
KX722266.1,True,False,False,True
KX722267.1,True,False,False,True
KX722268.1,True,False,False,True
KX722269.1,True,False,False,True
KX722270.1,True,False,False,True
KX722271.1,True,False,False,True
KX722272.1,True,False,False,True
KX722273.1,True,False,False,True
KX722274.1,True,False,False,True
KX722275.1,True,False,False,True
KX722276.1,True,False,False,True
KX722277.1,True,False,False,True
KX722278.1,True,False,False,True
KX722279.1,True,False,False,True
KX722280.1,True,False,False,True
KX722281.1,True,False,False,True
KX722282.1,True,False,False,True
KX722283.1,True,False,False,True
KX722284.1,True,False,False,True
KX722285.1,True,False,False,True
KX722286.1,True,False,False,True
KX722287.1,True,False,False,True
KX722288.1,True,False,False,True
KX722289.1,True,False,False,True
KX722290.1,True,False,False,True
KX722291.1,True,False,False,True
KX722292.1,True,False,False,True
KX722293.1,True,False,False,True
KX722294.1,True,False,False,True
KX722295.1,True,False,False,True
KX722296.1,True,False,False,True
KX722297.1,True,False,False,True
KX722298.1,True,False,False,True
KX722299.1,True,False,False,True
KX722300.1,True,False,False,True
KX722301.1,True,False,False,True
KX722302.1,True,False,False,True
KX722303.1,True,False,False,True
KX722304.1,True,False,False,True
KX722305.1,True,False,False,True
KX722306.1,True,False,False,True
KX722307.1,True,False,False,True
KX722308.1,True,False,False,True
KX722309.1,True,False,False,True
KX722310.1,True,False,False,True
KX722311.1,True,False,False,True
KX722312.1,True,False,False,True
KX722313.1,True,False,False,True
KX722314.1,True,False,False,True
KX722315.1,True,False,False,True
KX722316.1,True,False,False,True
KX722317.1,True,False,False,True
KX722318.1,True,False,False,True
KX722319.1,True,False,False,True
KX722320.1,True,False,False,True
KX722321.1,True,False,False,True
KX722322.1,True,False,False,True
KX722323.1,True,False,False,True
KX722324.1,True,False,False,True
KX722325.1,True,False,False,True
KX722326.1,True,False,False,True
KX722327.1,True,False,False,True
KX722328.1,True,False,False,True
KX722329.1,True,False,False,True
KX722330.1,True,False,False,True
KX722331.1,True,False,False,True
KX722332.1,True,False,False,True
KX722333.1,True,False,False,True
KX722334.1,True,False,False,True
KX722335.1,True,False,False,True
KX722336.1,True,False,False,True
KX722337.1,True,False,False,True
KX722338.1,True,False,False,True
KX722339.1,True,False,False,True
KX722340.1,True,False,False,True
KX722341.1,True,False,False,True
KX722342.1,True,False,False,True
KX722343.1,True,False,False,True
KX722344.1,True,False,False,True
KX722345.1,True,False,False,True
KX722346.1,True,False,False,True
KX722347.1,True,False,False,True
KX722348.1,True,False,False,True
KX722349.1,True,False,False,True
KX722350.1,True,False,False,True
KX722351.1,True,False,False,True
KX722352.1,True,False,False,True
KX722353.1,True,False,False,True
KX722354.1,True,False,False,True
KX722355.1,True,False,False,True
